algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,K,n_seeds_tried,timeout_limit,display_name
"MS_CTQW(K=10,krylov_m30)",ext_mc_C1000-9,maximum_clique,60,105.1163352,578,60,0,0,FALSE,"[128, 643, 261, 6, 263, 776, 777, 525, 782, 527, 143, 147, 787, 275, 917, 789, 284, 542, 31, 800, 33, 549, 681, 425, 299, 553, 812, 305, 180, 438, 567, 311, 695, 955, 65, 70, 456, 203, 204, 461, 719, 977, 724, 340, 598, 344, 218, 861, 351, 869, 102, 617, 363, 747, 238, 623, 760, 368, 246, 504]",C1000-9,MS_CTQW_K10_krylov_m30,2,2,106.1328999,1000,external,MS_CTQW,krylov_m30,10,10,,MS_CTQW_krylov_m30
ClassicalClique,ext_mc_C250-9,maximum_clique,42,0.186519696,42,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,ClassicalClique,0,0,1.096750007,250,external,ClassicalClique,N/A,0,,,ClassicalClique
MS_Random(K=5),ext_mc_C250-9,maximum_clique,39,0.592748002,187,39,0,0,FALSE,"[128, 132, 135, 8, 138, 16, 147, 149, 26, 28, 157, 158, 160, 32, 34, 38, 166, 173, 183, 62, 63, 193, 65, 196, 197, 72, 201, 204, 78, 211, 84, 85, 93, 95, 101, 110, 240, 247, 124]",C250-9,MS_Random_K5,0,0,1.547380103,250,external,MS_Random,N/A,5,5,,MS_Random
MS_Degree(K=5),ext_mc_C250-9,maximum_clique,42,0.607182808,198,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_Degree_K5,0,0,1.454633075,250,external,MS_Degree,N/A,5,5,,MS_Degree
MS_Random(K=10),ext_mc_C250-9,maximum_clique,42,1.126186755,388,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_Random_K10,0,0,1.983355871,250,external,MS_Random,N/A,10,10,,MS_Random
MS_Degree(K=10),ext_mc_C250-9,maximum_clique,42,1.155073407,397,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_Degree_K10,0,0,2.021762609,250,external,MS_Degree,N/A,10,10,,MS_Degree
MS_Random(K=20),ext_mc_C250-9,maximum_clique,42,2.244401501,773,42,0,0,FALSE,"[133, 5, 137, 141, 14, 144, 149, 157, 158, 159, 162, 40, 45, 47, 49, 177, 189, 62, 195, 196, 197, 71, 203, 208, 83, 211, 85, 220, 97, 226, 229, 104, 233, 107, 240, 114, 242, 116, 117, 119, 123, 124]",C250-9,MS_Random_K20,0,0,3.147681762,250,external,MS_Random,N/A,20,20,,MS_Random
MS_Degree(K=20),ext_mc_C250-9,maximum_clique,42,2.326302628,778,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_Degree_K20,0,0,3.185437533,250,external,MS_Degree,N/A,20,20,,MS_Degree
"MS_CTQW(K=5,krylov_m30)",ext_mc_C250-9,maximum_clique,42,0.654130973,193,42,0,0,FALSE,"[130, 5, 8, 11, 143, 16, 19, 147, 149, 21, 150, 25, 30, 160, 34, 35, 40, 45, 49, 179, 182, 183, 186, 194, 201, 74, 75, 83, 84, 85, 217, 90, 227, 228, 101, 104, 110, 241, 247, 120, 124, 125]",C250-9,MS_CTQW_K5_krylov_m30,0,0,1.512120857,250,external,MS_CTQW,krylov_m30,5,5,,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",ext_mc_C250-9,maximum_clique,42,0.825306873,192,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_CTQW_K5_cheb_d50,0,0,1.694061946,250,external,MS_CTQW,cheb_d50,5,5,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",ext_mc_C250-9,maximum_clique,42,1.212899061,388,42,0,0,FALSE,"[130, 5, 8, 11, 143, 16, 19, 147, 149, 21, 150, 25, 30, 160, 34, 35, 40, 45, 49, 179, 182, 183, 186, 194, 201, 74, 75, 83, 84, 85, 217, 90, 227, 228, 101, 104, 110, 241, 247, 120, 124, 125]",C250-9,MS_CTQW_K10_krylov_m30,0,0,2.094470764,250,external,MS_CTQW,krylov_m30,10,10,,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",ext_mc_C250-9,maximum_clique,42,1.359019869,389,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_CTQW_K10_cheb_d50,0,0,2.226340417,250,external,MS_CTQW,cheb_d50,10,10,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",ext_mc_C250-9,maximum_clique,42,2.25922528,775,42,0,0,FALSE,"[130, 5, 8, 11, 143, 16, 19, 147, 149, 21, 150, 25, 30, 160, 34, 35, 40, 45, 49, 179, 182, 183, 186, 194, 201, 74, 75, 83, 84, 85, 217, 90, 227, 228, 101, 104, 110, 241, 247, 120, 124, 125]",C250-9,MS_CTQW_K20_krylov_m30,0,0,3.136875262,250,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",ext_mc_C250-9,maximum_clique,42,2.634874067,788,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_CTQW_K20_cheb_d50,0,0,3.555266322,250,external,MS_CTQW,cheb_d50,20,20,,MS_CTQW_cheb_d50
ClassicalClique,ext_mc_C250-9,maximum_clique,42,0.185536415,42,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,ClassicalClique,1,1,1.112293435,250,external,ClassicalClique,N/A,0,,,ClassicalClique
MS_Random(K=5),ext_mc_C250-9,maximum_clique,41,0.596234528,193,41,0,0,FALSE,"[132, 8, 9, 16, 147, 149, 26, 158, 160, 161, 32, 36, 38, 172, 173, 53, 183, 62, 63, 190, 65, 194, 193, 196, 197, 72, 201, 205, 211, 85, 87, 93, 95, 224, 228, 237, 110, 240, 241, 116, 124]",C250-9,MS_Random_K5,1,1,1.454698246,250,external,MS_Random,N/A,5,5,,MS_Random
MS_Degree(K=5),ext_mc_C250-9,maximum_clique,42,0.648040921,198,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_Degree_K5,1,1,1.512293948,250,external,MS_Degree,N/A,5,5,,MS_Degree
"MS_CTQW(K=10,cheb_d50)",ext_mc_C1000-9,maximum_clique,60,104.7043257,580,60,0,0,FALSE,"[513, 1, 131, 516, 4, 262, 391, 771, 517, 655, 16, 18, 787, 788, 789, 278, 148, 283, 539, 158, 161, 292, 298, 812, 45, 47, 435, 311, 441, 62, 190, 192, 577, 578, 581, 72, 329, 458, 78, 212, 853, 217, 218, 986, 734, 990, 481, 99, 612, 998, 230, 747, 749, 880, 368, 627, 628, 885, 629, 892]",C1000-9,MS_CTQW_K10_cheb_d50,2,2,105.6557367,1000,external,MS_CTQW,cheb_d50,10,10,,MS_CTQW_cheb_d50
MS_Random(K=10),ext_mc_C250-9,maximum_clique,41,1.166832786,388,41,0,0,FALSE,"[5, 133, 8, 137, 13, 14, 148, 151, 25, 161, 34, 40, 42, 173, 45, 182, 183, 185, 63, 65, 194, 196, 197, 74, 75, 77, 206, 210, 211, 83, 213, 214, 87, 86, 91, 96, 234, 112, 241, 114, 115]",C250-9,MS_Random_K10,1,1,2.047322937,250,external,MS_Random,N/A,10,10,,MS_Random
MS_Degree(K=10),ext_mc_C250-9,maximum_clique,42,1.233139446,397,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_Degree_K10,1,1,2.088905467,250,external,MS_Degree,N/A,10,10,,MS_Degree
MS_Random(K=20),ext_mc_C250-9,maximum_clique,42,2.363277431,778,42,0,0,FALSE,"[132, 133, 6, 135, 8, 137, 142, 16, 149, 26, 158, 160, 161, 36, 38, 172, 179, 53, 183, 62, 63, 190, 65, 194, 196, 197, 198, 72, 201, 205, 78, 82, 211, 85, 87, 95, 232, 237, 240, 241, 116, 124]",C250-9,MS_Random_K20,1,1,3.249031755,250,external,MS_Random,N/A,20,20,,MS_Random
MS_Degree(K=20),ext_mc_C250-9,maximum_clique,42,2.306383036,778,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_Degree_K20,1,1,3.176847047,250,external,MS_Degree,N/A,20,20,,MS_Degree
"MS_CTQW(K=5,krylov_m30)",ext_mc_C250-9,maximum_clique,42,0.779128526,193,42,0,0,FALSE,"[130, 5, 8, 11, 143, 16, 19, 147, 149, 21, 150, 25, 30, 160, 34, 35, 40, 45, 49, 179, 182, 183, 186, 194, 201, 74, 75, 83, 84, 85, 217, 90, 227, 228, 101, 104, 110, 241, 247, 120, 124, 125]",C250-9,MS_CTQW_K5_krylov_m30,1,1,1.640933349,250,external,MS_CTQW,krylov_m30,5,5,,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",ext_mc_C250-9,maximum_clique,42,0.810698065,192,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_CTQW_K5_cheb_d50,1,1,1.735795388,250,external,MS_CTQW,cheb_d50,5,5,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",ext_mc_C250-9,maximum_clique,42,1.400055334,388,42,0,0,FALSE,"[130, 5, 8, 11, 143, 16, 19, 147, 149, 21, 150, 25, 30, 160, 34, 35, 40, 45, 49, 179, 182, 183, 186, 194, 201, 74, 75, 83, 84, 85, 217, 90, 227, 228, 101, 104, 110, 241, 247, 120, 124, 125]",C250-9,MS_CTQW_K10_krylov_m30,1,1,2.265705295,250,external,MS_CTQW,krylov_m30,10,10,,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",ext_mc_C250-9,maximum_clique,42,1.57276298,389,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_CTQW_K10_cheb_d50,1,1,2.552931309,250,external,MS_CTQW,cheb_d50,10,10,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",ext_mc_C250-9,maximum_clique,42,2.452248681,775,42,0,0,FALSE,"[130, 5, 8, 11, 143, 16, 19, 147, 149, 21, 150, 25, 30, 160, 34, 35, 40, 45, 49, 179, 182, 183, 186, 194, 201, 74, 75, 83, 84, 85, 217, 90, 227, 228, 101, 104, 110, 241, 247, 120, 124, 125]",C250-9,MS_CTQW_K20_krylov_m30,1,1,3.366131429,250,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",ext_mc_C250-9,maximum_clique,42,2.554799948,788,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_CTQW_K20_cheb_d50,1,1,3.427941554,250,external,MS_CTQW,cheb_d50,20,20,,MS_CTQW_cheb_d50
ClassicalClique,ext_mc_C250-9,maximum_clique,42,0.183601676,42,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,ClassicalClique,2,2,1.031553259,250,external,ClassicalClique,N/A,0,,,ClassicalClique
MS_Degree(K=20),ext_mc_C1000-9,maximum_clique,60,208.2997728,1157,60,0,0,FALSE,"[513, 1, 131, 516, 4, 262, 391, 771, 517, 655, 16, 18, 787, 788, 789, 278, 148, 283, 539, 158, 161, 292, 298, 812, 45, 47, 435, 311, 441, 62, 190, 192, 577, 578, 581, 72, 329, 458, 78, 212, 853, 217, 218, 986, 734, 990, 481, 99, 612, 998, 230, 747, 749, 880, 368, 627, 628, 885, 629, 892]",C1000-9,MS_Degree_K20,2,2,209.2948603,1000,external,MS_Degree,N/A,20,20,,MS_Degree
MS_Random(K=5),ext_mc_C250-9,maximum_clique,40,0.616663334,191,40,0,0,FALSE,"[128, 130, 137, 11, 16, 147, 19, 149, 23, 154, 27, 158, 160, 32, 34, 164, 38, 166, 40, 43, 44, 45, 190, 62, 195, 196, 69, 73, 75, 82, 211, 210, 85, 213, 84, 96, 101, 107, 116, 124]",C250-9,MS_Random_K5,2,2,1.513085806,250,external,MS_Random,N/A,5,5,,MS_Random
MS_Degree(K=5),ext_mc_C250-9,maximum_clique,42,0.665537289,198,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_Degree_K5,2,2,1.508215288,250,external,MS_Degree,N/A,5,5,,MS_Degree
MS_Random(K=10),ext_mc_C250-9,maximum_clique,42,1.21475191,386,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_Random_K10,2,2,2.114671178,250,external,MS_Random,N/A,10,10,,MS_Random
MS_Degree(K=10),ext_mc_C250-9,maximum_clique,42,1.225439889,397,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_Degree_K10,2,2,2.148736073,250,external,MS_Degree,N/A,10,10,,MS_Degree
MS_Random(K=20),ext_mc_C250-9,maximum_clique,44,2.474575977,781,44,0,0,FALSE,"[3, 5, 143, 16, 149, 150, 24, 158, 159, 40, 45, 48, 49, 52, 182, 56, 57, 184, 186, 189, 63, 193, 197, 198, 71, 201, 208, 83, 84, 85, 217, 220, 224, 96, 225, 227, 229, 101, 104, 105, 240, 241, 116, 124]",C250-9,MS_Random_K20,2,2,3.413315987,250,external,MS_Random,N/A,20,20,,MS_Random
"MS_CTQW(K=5,krylov_m30)",ext_mc_C250-9,maximum_clique,42,0.702431851,193,42,0,0,FALSE,"[130, 5, 8, 11, 143, 16, 19, 147, 149, 21, 150, 25, 30, 160, 34, 35, 40, 45, 49, 179, 182, 183, 186, 194, 201, 74, 75, 83, 84, 85, 217, 90, 227, 228, 101, 104, 110, 241, 247, 120, 124, 125]",C250-9,MS_CTQW_K5_krylov_m30,2,2,1.592849133,250,external,MS_CTQW,krylov_m30,5,5,,MS_CTQW_krylov_m30
MS_Degree(K=20),ext_mc_C250-9,maximum_clique,42,2.480238414,778,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_Degree_K20,2,2,3.356900556,250,external,MS_Degree,N/A,20,20,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",ext_mc_C250-9,maximum_clique,42,0.974834335,192,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_CTQW_K5_cheb_d50,2,2,1.96737665,250,external,MS_CTQW,cheb_d50,5,5,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",ext_mc_C250-9,maximum_clique,42,1.354497183,388,42,0,0,FALSE,"[130, 5, 8, 11, 143, 16, 19, 147, 149, 21, 150, 25, 30, 160, 34, 35, 40, 45, 49, 179, 182, 183, 186, 194, 201, 74, 75, 83, 84, 85, 217, 90, 227, 228, 101, 104, 110, 241, 247, 120, 124, 125]",C250-9,MS_CTQW_K10_krylov_m30,2,2,2.222396327,250,external,MS_CTQW,krylov_m30,10,10,,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",ext_mc_C250-9,maximum_clique,42,1.81411964,389,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_CTQW_K10_cheb_d50,2,2,2.708070027,250,external,MS_CTQW,cheb_d50,10,10,,MS_CTQW_cheb_d50
ClassicalClique,ext_mc_gen200-p0-9-44,maximum_clique,35,0.113479317,35,35,0,0,FALSE,"[128, 1, 2, 132, 137, 139, 14, 15, 16, 18, 22, 24, 25, 26, 160, 162, 165, 43, 173, 48, 49, 177, 51, 176, 66, 68, 69, 198, 73, 74, 75, 85, 87, 124, 125]",gen200-p0-9-44,ClassicalClique,0,0,0.986704885,200,external,ClassicalClique,N/A,0,,,ClassicalClique
"MS_CTQW(K=20,krylov_m30)",ext_mc_C250-9,maximum_clique,42,2.542621765,775,42,0,0,FALSE,"[130, 5, 8, 11, 143, 16, 19, 147, 149, 21, 150, 25, 30, 160, 34, 35, 40, 45, 49, 179, 182, 183, 186, 194, 201, 74, 75, 83, 84, 85, 217, 90, 227, 228, 101, 104, 110, 241, 247, 120, 124, 125]",C250-9,MS_CTQW_K20_krylov_m30,2,2,3.543539463,250,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",ext_mc_C250-9,maximum_clique,42,2.642874818,788,42,0,0,FALSE,"[130, 5, 7, 135, 141, 16, 149, 150, 21, 25, 30, 34, 40, 43, 173, 49, 52, 57, 188, 60, 62, 190, 194, 195, 69, 71, 75, 203, 83, 84, 85, 220, 94, 96, 101, 104, 105, 113, 116, 120, 121, 124]",C250-9,MS_CTQW_K20_cheb_d50,2,2,3.760357074,250,external,MS_CTQW,cheb_d50,20,20,,MS_CTQW_cheb_d50
MS_Random(K=5),ext_mc_gen200-p0-9-44,maximum_clique,38,0.369090642,177,38,0,0,FALSE,"[1, 132, 5, 6, 135, 139, 13, 144, 145, 16, 22, 26, 154, 155, 161, 173, 46, 174, 48, 49, 175, 184, 58, 64, 198, 71, 76, 85, 89, 90, 94, 105, 107, 115, 118, 121, 125, 126]",gen200-p0-9-44,MS_Random_K5,0,0,1.192322034,200,external,MS_Random,N/A,5,5,,MS_Random
