algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,K,n_seeds_tried,timeout_limit,display_name
ClassicalClique,ext_mc_C2000-9,maximum_clique,66,36.14273797,66,66,0,0,FALSE,"[256, 1026, 772, 261, 645, 263, 521, 137, 907, 1932, 1423, 1298, 19, 532, 150, 925, 286, 1054, 416, 31, 1186, 1572, 1321, 427, 1196, 301, 46, 944, 563, 1972, 439, 59, 60, 576, 577, 450, 1604, 1222, 585, 203, 721, 1363, 597, 1110, 1367, 1880, 89, 1626, 1757, 350, 479, 1758, 997, 1383, 1385, 1258, 363, 1771, 750, 1006, 368, 1905, 1653, 759, 1530, 1022]",C2000-9,ClassicalClique,1,1,37.40774715,2000,external,ClassicalClique,N/A,0,,,ClassicalClique
MS_Random(K=5),ext_mc_C2000-9,maximum_clique,68,173.395477,328,68,0,0,FALSE,"[129, 770, 643, 1423, 656, 17, 1552, 19, 1557, 789, 149, 1687, 793, 1946, 27, 540, 1532, 286, 1572, 677, 1063, 1959, 681, 1703, 427, 171, 1839, 944, 1072, 560, 1715, 1716, 565, 1974, 823, 821, 1337, 1972, 577, 834, 450, 1604, 324, 582, 1739, 1740, 1356, 974, 1868, 1998, 467, 1493, 1114, 1244, 92, 350, 224, 1377, 1504, 228, 875, 626, 627, 756, 245, 1781, 1276, 1022]",C2000-9,MS_Random_K5,1,1,174.5024813,2000,external,MS_Random,N/A,5,5,,MS_Random
MS_Degree(K=5),ext_mc_C2000-9,maximum_clique,66,173.3765648,325,66,0,0,FALSE,"[256, 1026, 772, 261, 645, 263, 521, 137, 907, 1932, 1423, 1298, 19, 532, 150, 925, 286, 1054, 416, 31, 1186, 1572, 1321, 427, 1196, 301, 46, 944, 563, 1972, 439, 59, 60, 576, 577, 450, 1604, 1222, 585, 203, 721, 1363, 597, 1110, 1367, 1880, 89, 1626, 1757, 350, 479, 1758, 997, 1383, 1385, 1258, 363, 1771, 750, 1006, 368, 1905, 1653, 759, 1530, 1022]",C2000-9,MS_Degree_K5,1,1,174.4777805,2000,external,MS_Degree,N/A,5,5,,MS_Degree
MS_Random(K=10),ext_mc_C2000-9,maximum_clique,69,345.845887,650,69,0,0,FALSE,"[1031, 1423, 1552, 16, 19, 1174, 1047, 1948, 286, 416, 1568, 1825, 546, 290, 168, 1577, 682, 171, 559, 48, 561, 687, 944, 311, 1868, 441, 1723, 1339, 320, 577, 1472, 1091, 1604, 579, 69, 833, 966, 68, 842, 972, 1997, 1998, 719, 1742, 337, 977, 83, 1363, 1749, 852, 85, 854, 92, 865, 1890, 866, 1385, 1387, 1389, 495, 625, 1267, 1143, 1528, 1915, 764, 1917, 1406, 511]",C2000-9,MS_Random_K10,1,1,346.947776,2000,external,MS_Random,N/A,10,10,,MS_Random
MS_Degree(K=10),ext_mc_C2000-9,maximum_clique,70,349.7325075,654,70,0,0,FALSE,"[1538, 1284, 134, 1159, 1287, 1423, 1807, 655, 19, 660, 1022, 1047, 280, 1564, 1565, 286, 796, 416, 544, 1315, 1959, 1320, 1579, 48, 1200, 561, 434, 564, 693, 182, 439, 697, 1849, 1339, 1470, 831, 577, 834, 833, 1604, 197, 842, 1739, 1482, 1998, 719, 1104, 1488, 1621, 473, 1627, 92, 1757, 733, 1500, 356, 1382, 743, 1512, 745, 1258, 1387, 1516, 495, 1136, 113, 1653, 1659, 124, 1406]",C2000-9,MS_Degree_K10,1,1,350.8518885,2000,external,MS_Degree,N/A,10,10,,MS_Degree
"MS_CTQW(K=5,krylov_m30)",ext_mc_C2000-9,maximum_clique,69,175.0029764,329,69,0,0,FALSE,"[130, 1538, 772, 134, 263, 137, 1934, 1423, 400, 530, 19, 532, 1170, 1688, 1947, 1563, 286, 1826, 1443, 931, 805, 1955, 1063, 1829, 1916, 427, 300, 46, 559, 944, 691, 693, 566, 1976, 1599, 577, 1089, 581, 585, 716, 846, 1487, 1488, 207, 469, 1622, 344, 729, 346, 1112, 1756, 1372, 1757, 606, 1504, 1632, 1378, 1123, 484, 867, 607, 1128, 617, 1258, 107, 110, 631, 252, 1022]",C2000-9,MS_CTQW_K5_krylov_m30,1,1,176.1070629,2000,external,MS_CTQW,krylov_m30,5,5,,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",ext_mc_C2000-9,maximum_clique,68,174.431168,327,68,0,0,FALSE,"[1795, 772, 1285, 645, 389, 643, 1287, 1289, 139, 520, 1805, 776, 1423, 1551, 19, 21, 1047, 1559, 1564, 669, 286, 1695, 416, 1696, 931, 677, 1573, 678, 1320, 1832, 684, 47, 1203, 564, 1715, 1849, 1980, 577, 834, 1731, 67, 197, 1607, 712, 719, 1488, 1360, 723, 852, 726, 1624, 1501, 222, 349, 992, 1504, 483, 997, 1385, 489, 238, 242, 1779, 1653, 758, 1655, 1269, 1022]",C2000-9,MS_CTQW_K5_cheb_d50,1,1,175.5342773,2000,external,MS_CTQW,cheb_d50,5,5,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",ext_mc_C2000-9,maximum_clique,69,351.4691023,659,69,0,0,FALSE,"[130, 1538, 772, 134, 263, 137, 1934, 1423, 400, 530, 19, 532, 1170, 1688, 1947, 1563, 286, 1826, 1443, 931, 805, 1955, 1063, 1829, 1916, 427, 300, 46, 559, 944, 691, 693, 566, 1976, 1599, 577, 1089, 581, 585, 716, 846, 1487, 1488, 207, 469, 1622, 344, 729, 346, 1112, 1756, 1372, 1757, 606, 1504, 1632, 1378, 1123, 484, 867, 607, 1128, 617, 1258, 107, 110, 631, 252, 1022]",C2000-9,MS_CTQW_K10_krylov_m30,1,1,352.5781036,2000,external,MS_CTQW,krylov_m30,10,10,,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",ext_mc_C2000-9,maximum_clique,69,350.2527009,657,69,0,0,FALSE,"[3, 1800, 1161, 651, 1423, 1941, 1814, 279, 1948, 286, 32, 1186, 1443, 1833, 682, 172, 558, 1790, 48, 1072, 1074, 693, 311, 567, 1849, 1209, 1595, 441, 569, 577, 322, 1091, 1731, 65, 1997, 1998, 1742, 1360, 974, 845, 852, 85, 469, 599, 1624, 1626, 1370, 92, 1501, 1246, 350, 1504, 1890, 866, 483, 1382, 361, 746, 617, 1900, 623, 1909, 1526, 503, 250, 1660, 765, 1406, 511]",C2000-9,MS_CTQW_K10_cheb_d50,1,1,351.3547574,2000,external,MS_CTQW,cheb_d50,10,10,,MS_CTQW_cheb_d50
ClassicalClique,ext_mc_C2000-9,maximum_clique,66,36.12563366,66,66,0,0,FALSE,"[256, 1026, 772, 261, 645, 263, 521, 137, 907, 1932, 1423, 1298, 19, 532, 150, 925, 286, 1054, 416, 31, 1186, 1572, 1321, 427, 1196, 301, 46, 944, 563, 1972, 439, 59, 60, 576, 577, 450, 1604, 1222, 585, 203, 721, 1363, 597, 1110, 1367, 1880, 89, 1626, 1757, 350, 479, 1758, 997, 1383, 1385, 1258, 363, 1771, 750, 1006, 368, 1905, 1653, 759, 1530, 1022]",C2000-9,ClassicalClique,2,2,37.38406183,2000,external,ClassicalClique,N/A,0,,,ClassicalClique
MS_Random(K=5),ext_mc_C2000-9,maximum_clique,68,169.6696437,319,68,0,0,FALSE,"[1025, 1026, 1795, 772, 1671, 776, 777, 10, 1805, 526, 1423, 19, 1047, 1692, 1565, 286, 1695, 416, 1439, 31, 931, 1444, 677, 1571, 543, 1320, 1061, 935, 1835, 1326, 686, 561, 1586, 1974, 1335, 1979, 1980, 1853, 577, 68, 1222, 718, 719, 1488, 1487, 81, 1107, 852, 1621, 1622, 727, 597, 1757, 607, 353, 1123, 1385, 489, 1769, 745, 1006, 495, 753, 1907, 1653, 758, 1532, 1406]",C2000-9,MS_Random_K5,2,2,170.7811541,2000,external,MS_Random,N/A,5,5,,MS_Random
MS_Degree(K=5),ext_mc_C2000-9,maximum_clique,66,173.3130808,325,66,0,0,FALSE,"[256, 1026, 772, 261, 645, 263, 521, 137, 907, 1932, 1423, 1298, 19, 532, 150, 925, 286, 1054, 416, 31, 1186, 1572, 1321, 427, 1196, 301, 46, 944, 563, 1972, 439, 59, 60, 576, 577, 450, 1604, 1222, 585, 203, 721, 1363, 597, 1110, 1367, 1880, 89, 1626, 1757, 350, 479, 1758, 997, 1383, 1385, 1258, 363, 1771, 750, 1006, 368, 1905, 1653, 759, 1530, 1022]",C2000-9,MS_Degree_K5,2,2,174.4145752,2000,external,MS_Degree,N/A,5,5,,MS_Degree
MS_Random(K=10),ext_mc_C2000-9,maximum_clique,69,348.800821,658,69,0,0,FALSE,"[256, 1538, 1667, 1284, 1026, 1285, 521, 782, 1423, 144, 19, 1557, 25, 1693, 286, 416, 801, 803, 420, 419, 1320, 171, 1710, 47, 48, 434, 1077, 182, 1979, 957, 958, 1214, 831, 577, 450, 1857, 1604, 454, 1607, 840, 590, 719, 337, 473, 1756, 604, 222, 1632, 1505, 865, 353, 740, 102, 1383, 1258, 1642, 1261, 750, 495, 1264, 1389, 626, 1266, 755, 1653, 1143, 120, 1914, 1022]",C2000-9,MS_Random_K10,2,2,349.9015406,2000,external,MS_Random,N/A,10,10,,MS_Random
MS_Degree(K=10),ext_mc_C2000-9,maximum_clique,70,349.7458733,654,70,0,0,FALSE,"[1538, 1284, 134, 1159, 1287, 1423, 1807, 655, 19, 660, 1022, 1047, 280, 1564, 1565, 286, 796, 416, 544, 1315, 1959, 1320, 1579, 48, 1200, 561, 434, 564, 693, 182, 439, 697, 1849, 1339, 1470, 831, 577, 834, 833, 1604, 197, 842, 1739, 1482, 1998, 719, 1104, 1488, 1621, 473, 1627, 92, 1757, 733, 1500, 356, 1382, 743, 1512, 745, 1258, 1387, 1516, 495, 1136, 113, 1653, 1659, 124, 1406]",C2000-9,MS_Degree_K10,2,2,350.8400573,2000,external,MS_Degree,N/A,10,10,,MS_Degree
"MS_CTQW(K=5,krylov_m30)",ext_mc_C2000-9,maximum_clique,69,174.5025336,329,69,0,0,FALSE,"[130, 1538, 772, 134, 263, 137, 1934, 1423, 400, 530, 19, 532, 1170, 1688, 1947, 1563, 286, 1826, 1443, 931, 805, 1955, 1063, 1829, 1916, 427, 300, 46, 559, 944, 691, 693, 566, 1976, 1599, 577, 1089, 581, 585, 716, 846, 1487, 1488, 207, 469, 1622, 344, 729, 346, 1112, 1756, 1372, 1757, 606, 1504, 1632, 1378, 1123, 484, 867, 607, 1128, 617, 1258, 107, 110, 631, 252, 1022]",C2000-9,MS_CTQW_K5_krylov_m30,2,2,175.603519,2000,external,MS_CTQW,krylov_m30,5,5,,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",ext_mc_C2000-9,maximum_clique,68,174.6450702,327,68,0,0,FALSE,"[1795, 772, 1285, 645, 389, 643, 1287, 1289, 139, 520, 1805, 776, 1423, 1551, 19, 21, 1047, 1559, 1564, 669, 286, 1695, 416, 1696, 931, 677, 1573, 678, 1320, 1832, 684, 47, 1203, 564, 1715, 1849, 1980, 577, 834, 1731, 67, 197, 1607, 712, 719, 1488, 1360, 723, 852, 726, 1624, 1501, 222, 349, 992, 1504, 483, 997, 1385, 489, 238, 242, 1779, 1653, 758, 1655, 1269, 1022]",C2000-9,MS_CTQW_K5_cheb_d50,2,2,175.7484697,2000,external,MS_CTQW,cheb_d50,5,5,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",ext_mc_C2000-9,maximum_clique,69,350.084551,659,69,0,0,FALSE,"[130, 1538, 772, 134, 263, 137, 1934, 1423, 400, 530, 19, 532, 1170, 1688, 1947, 1563, 286, 1826, 1443, 931, 805, 1955, 1063, 1829, 1916, 427, 300, 46, 559, 944, 691, 693, 566, 1976, 1599, 577, 1089, 581, 585, 716, 846, 1487, 1488, 207, 469, 1622, 344, 729, 346, 1112, 1756, 1372, 1757, 606, 1504, 1632, 1378, 1123, 484, 867, 607, 1128, 617, 1258, 107, 110, 631, 252, 1022]",C2000-9,MS_CTQW_K10_krylov_m30,2,2,351.1935349,2000,external,MS_CTQW,krylov_m30,10,10,,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",ext_mc_C2000-9,maximum_clique,69,350.4214512,657,69,0,0,FALSE,"[3, 1800, 1161, 651, 1423, 1941, 1814, 279, 1948, 286, 32, 1186, 1443, 1833, 682, 172, 558, 1790, 48, 1072, 1074, 693, 311, 567, 1849, 1209, 1595, 441, 569, 577, 322, 1091, 1731, 65, 1997, 1998, 1742, 1360, 974, 845, 852, 85, 469, 599, 1624, 1626, 1370, 92, 1501, 1246, 350, 1504, 1890, 866, 483, 1382, 361, 746, 617, 1900, 623, 1909, 1526, 503, 250, 1660, 765, 1406, 511]",C2000-9,MS_CTQW_K10_cheb_d50,2,2,351.5092731,2000,external,MS_CTQW,cheb_d50,10,10,,MS_CTQW_cheb_d50
MS_Random(K=20),ext_mc_C2000-9,maximum_clique,69,869.6838217,1297,69,0,0,FALSE,"[1284, 1285, 1028, 1035, 1933, 654, 1423, 1679, 1934, 1425, 1298, 1173, 790, 1685, 21, 1564, 285, 286, 1695, 416, 673, 1186, 550, 678, 1453, 1710, 47, 429, 817, 1715, 820, 692, 947, 1203, 697, 1723, 189, 577, 322, 1091, 1730, 196, 1480, 1482, 330, 1612, 1997, 1998, 1226, 1488, 337, 336, 207, 599, 92, 1503, 866, 611, 1900, 1644, 876, 124, 883, 1139, 375, 1531, 1020, 1405, 1406]",C2000-9,MS_Random_K20,0,0,871.1519742,2000,external,MS_Random,N/A,20,20,,MS_Random
MS_Degree(K=20),ext_mc_C2000-9,maximum_clique,70,886.4559406,1312,70,0,0,FALSE,"[1538, 1284, 134, 1159, 1287, 1423, 1807, 655, 19, 660, 1022, 1047, 280, 1564, 1565, 286, 796, 416, 544, 1315, 1959, 1320, 1579, 48, 1200, 561, 434, 564, 693, 182, 439, 697, 1849, 1339, 1470, 831, 577, 834, 833, 1604, 197, 842, 1739, 1482, 1998, 719, 1104, 1488, 1621, 473, 1627, 92, 1757, 733, 1500, 356, 1382, 743, 1512, 745, 1258, 1387, 1516, 495, 1136, 113, 1653, 1659, 124, 1406]",C2000-9,MS_Degree_K20,0,0,887.8342216,2000,external,MS_Degree,N/A,20,20,,MS_Degree
"MS_CTQW(K=20,krylov_m30)",ext_mc_C2000-9,maximum_clique,69,884.3916924,1316,69,0,0,FALSE,"[130, 1538, 772, 134, 263, 137, 1934, 1423, 400, 530, 19, 532, 1170, 1688, 1947, 1563, 286, 1826, 1443, 931, 805, 1955, 1063, 1829, 1916, 427, 300, 46, 559, 944, 691, 693, 566, 1976, 1599, 577, 1089, 581, 585, 716, 846, 1487, 1488, 207, 469, 1622, 344, 729, 346, 1112, 1756, 1372, 1757, 606, 1504, 1632, 1378, 1123, 484, 867, 607, 1128, 617, 1258, 107, 110, 631, 252, 1022]",C2000-9,MS_CTQW_K20_krylov_m30,0,0,885.6904239,2000,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",ext_mc_C2000-9,maximum_clique,69,882.2835353,1314,69,0,0,FALSE,"[3, 1800, 1161, 651, 1423, 1941, 1814, 279, 1948, 286, 32, 1186, 1443, 1833, 682, 172, 558, 1790, 48, 1072, 1074, 693, 311, 567, 1849, 1209, 1595, 441, 569, 577, 322, 1091, 1731, 65, 1997, 1998, 1742, 1360, 974, 845, 852, 85, 469, 599, 1624, 1626, 1370, 92, 1501, 1246, 350, 1504, 1890, 866, 483, 1382, 361, 746, 617, 1900, 623, 1909, 1526, 503, 250, 1660, 765, 1406, 511]",C2000-9,MS_CTQW_K20_cheb_d50,0,0,883.6157383,2000,external,MS_CTQW,cheb_d50,20,20,,MS_CTQW_cheb_d50
MS_Random(K=20),ext_mc_C2000-9,maximum_clique,68,871.893456,1304,68,0,0,FALSE,"[1152, 3, 1284, 1796, 1670, 650, 1035, 14, 1423, 782, 1297, 274, 1299, 658, 1301, 1298, 1047, 1175, 410, 796, 286, 1694, 416, 1699, 1315, 681, 45, 48, 1200, 690, 1457, 51, 947, 1718, 311, 1080, 1723, 1725, 577, 322, 1091, 1346, 833, 1997, 1998, 719, 974, 1749, 1370, 92, 605, 1886, 1503, 1890, 866, 1507, 1893, 1382, 617, 1130, 492, 495, 112, 1648, 250, 509, 1406, 511]",C2000-9,MS_Random_K20,1,1,873.2845352,2000,external,MS_Random,N/A,20,20,,MS_Random
MS_Degree(K=20),ext_mc_C2000-9,maximum_clique,70,886.0428384,1312,70,0,0,FALSE,"[1538, 1284, 134, 1159, 1287, 1423, 1807, 655, 19, 660, 1022, 1047, 280, 1564, 1565, 286, 796, 416, 544, 1315, 1959, 1320, 1579, 48, 1200, 561, 434, 564, 693, 182, 439, 697, 1849, 1339, 1470, 831, 577, 834, 833, 1604, 197, 842, 1739, 1482, 1998, 719, 1104, 1488, 1621, 473, 1627, 92, 1757, 733, 1500, 356, 1382, 743, 1512, 745, 1258, 1387, 1516, 495, 1136, 113, 1653, 1659, 124, 1406]",C2000-9,MS_Degree_K20,1,1,887.4046646,2000,external,MS_Degree,N/A,20,20,,MS_Degree
"MS_CTQW(K=20,krylov_m30)",ext_mc_C2000-9,maximum_clique,69,887.1565403,1316,69,0,0,FALSE,"[130, 1538, 772, 134, 263, 137, 1934, 1423, 400, 530, 19, 532, 1170, 1688, 1947, 1563, 286, 1826, 1443, 931, 805, 1955, 1063, 1829, 1916, 427, 300, 46, 559, 944, 691, 693, 566, 1976, 1599, 577, 1089, 581, 585, 716, 846, 1487, 1488, 207, 469, 1622, 344, 729, 346, 1112, 1756, 1372, 1757, 606, 1504, 1632, 1378, 1123, 484, 867, 607, 1128, 617, 1258, 107, 110, 631, 252, 1022]",C2000-9,MS_CTQW_K20_krylov_m30,1,1,888.5297745,2000,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",ext_mc_C2000-9,maximum_clique,69,883.430082,1314,69,0,0,FALSE,"[3, 1800, 1161, 651, 1423, 1941, 1814, 279, 1948, 286, 32, 1186, 1443, 1833, 682, 172, 558, 1790, 48, 1072, 1074, 693, 311, 567, 1849, 1209, 1595, 441, 569, 577, 322, 1091, 1731, 65, 1997, 1998, 1742, 1360, 974, 845, 852, 85, 469, 599, 1624, 1626, 1370, 92, 1501, 1246, 350, 1504, 1890, 866, 483, 1382, 361, 746, 617, 1900, 623, 1909, 1526, 503, 250, 1660, 765, 1406, 511]",C2000-9,MS_CTQW_K20_cheb_d50,1,1,884.7445768,2000,external,MS_CTQW,cheb_d50,20,20,,MS_CTQW_cheb_d50
MS_Random(K=20),ext_mc_C2000-9,maximum_clique,69,880.8918723,1316,69,0,0,FALSE,"[1797, 1543, 520, 1805, 654, 1423, 17, 19, 403, 1557, 1172, 1181, 1182, 286, 677, 1061, 678, 168, 1318, 1317, 427, 171, 301, 557, 943, 1196, 942, 1074, 1715, 435, 814, 566, 1974, 1842, 822, 1978, 52, 1980, 1724, 1597, 1214, 1856, 577, 1344, 323, 1349, 837, 1222, 969, 201, 586, 1870, 1488, 467, 1363, 597, 86, 1365, 1624, 1372, 866, 1385, 1898, 876, 1004, 1390, 113, 370, 1022]",C2000-9,MS_Random_K20,2,2,882.2565469,2000,external,MS_Random,N/A,20,20,,MS_Random
MS_Degree(K=20),ext_mc_C2000-9,maximum_clique,70,884.3605739,1312,70,0,0,FALSE,"[1538, 1284, 134, 1159, 1287, 1423, 1807, 655, 19, 660, 1022, 1047, 280, 1564, 1565, 286, 796, 416, 544, 1315, 1959, 1320, 1579, 48, 1200, 561, 434, 564, 693, 182, 439, 697, 1849, 1339, 1470, 831, 577, 834, 833, 1604, 197, 842, 1739, 1482, 1998, 719, 1104, 1488, 1621, 473, 1627, 92, 1757, 733, 1500, 356, 1382, 743, 1512, 745, 1258, 1387, 1516, 495, 1136, 113, 1653, 1659, 124, 1406]",C2000-9,MS_Degree_K20,2,2,885.6780096,2000,external,MS_Degree,N/A,20,20,,MS_Degree
"MS_CTQW(K=20,krylov_m30)",ext_mc_C2000-9,maximum_clique,69,879.4740281,1316,69,0,0,FALSE,"[130, 1538, 772, 134, 263, 137, 1934, 1423, 400, 530, 19, 532, 1170, 1688, 1947, 1563, 286, 1826, 1443, 931, 805, 1955, 1063, 1829, 1916, 427, 300, 46, 559, 944, 691, 693, 566, 1976, 1599, 577, 1089, 581, 585, 716, 846, 1487, 1488, 207, 469, 1622, 344, 729, 346, 1112, 1756, 1372, 1757, 606, 1504, 1632, 1378, 1123, 484, 867, 607, 1128, 617, 1258, 107, 110, 631, 252, 1022]",C2000-9,MS_CTQW_K20_krylov_m30,2,2,880.7680101,2000,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",ext_mc_C2000-9,maximum_clique,69,868.4630122,1314,69,0,0,FALSE,"[3, 1800, 1161, 651, 1423, 1941, 1814, 279, 1948, 286, 32, 1186, 1443, 1833, 682, 172, 558, 1790, 48, 1072, 1074, 693, 311, 567, 1849, 1209, 1595, 441, 569, 577, 322, 1091, 1731, 65, 1997, 1998, 1742, 1360, 974, 845, 852, 85, 469, 599, 1624, 1626, 1370, 92, 1501, 1246, 350, 1504, 1890, 866, 483, 1382, 361, 746, 617, 1900, 623, 1909, 1526, 503, 250, 1660, 765, 1406, 511]",C2000-9,MS_CTQW_K20_cheb_d50,2,2,869.7138035,2000,external,MS_CTQW,cheb_d50,20,20,,MS_CTQW_cheb_d50
